Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
197,31648,species,House Finch,Haemorhous mexicanus,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
198,29276,species,Phainopepla,Phainopepla nitens,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
199,27438,species,Curve-billed Thrasher,Toxostoma curvirostre,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
200,26833,species,Cactus Wren,Campylorhynchus brunneicapillus,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
201,8044,species,Cooper's Hawk,Accipiter cooperii,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
202,3013,species,Greater Roadrunner,Geococcyx californianus,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
203,2405,species,Mourning Dove,Zenaida macroura,2,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
204,1042,species,Gambel's Quail,Callipepla gambelii,1,Home,US-AZ,04 Mar 2023,L12260655,S135552735,,1
205,33831,species,Pyrrhuloxia,Cardinalis sinuatus,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
206,31227,species,American Pipit,Anthus rubescens,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
207,27553,species,Mountain Bluebird,Sialia currucoides,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
208,26755,species,Marsh Wren,Cistothorus palustris,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
209,16604,species,Vermilion Flycatcher,Pyrocephalus rubinus,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
210,8336,species,Barn Owl,Tyto alba,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
211,7873,species,Northern Harrier,Circus hudsonius,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
212,6045,species,Western Sandpiper,Calidris mauri,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
213,6035,species,Least Sandpiper,Calidris minutilla,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
214,5626,species,Sandhill Crane,Antigone canadensis,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
215,5372,species,Sora,Porzana carolina,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
216,451,species,Cinnamon Teal,Spatula cyanoptera,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
217,256,species,Ross's Goose,Anser rossii,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
218,16585,species,Say's Phoebe,Sayornis saya,1,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
219,6086,species,Wilson's Snipe,Gallinago delicata,2,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
220,5706,species,American Avocet,Recurvirostra americana,10,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
221,1813,species,Pied-billed Grebe,Podilymbus podiceps,2,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
222,689,species,Bufflehead,Bucephala albeola,15,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
223,563,species,Green-winged Teal,Anas crecca,20,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
224,468,species,Gadwall,Mareca strepera,29,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
225,464,species,Northern Shoveler,Spatula clypeata,2,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
226,319,species,Canada Goose,Branta canadensis,4,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
227,252,species,Snow Goose,Anser caerulescens,80,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
228,33101,species,Red-winged Blackbird,Agelaius phoeniceus,50,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
229,32893,species,Western Meadowlark,Sturnella neglecta,1,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
230,16574,species,Black Phoebe,Sayornis nigricans,1,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
231,8845,species,Burrowing Owl,Athene cunicularia,1,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
232,7480,species,White-faced Ibis,Plegadis chihi,2,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
233,32512,species,White-crowned Sparrow,Zonotrichia leucophrys,4,"Baja California 4, Baja California, MX (32.255, -115.267)",MX-BCN,05 Jan 2023,L22086116,S125499434,,1
234,8233,species,Red-tailed Hawk,Buteo jamaicensis,1,"Baja California 4, Baja California, MX (32.255, -115.267)",MX-BCN,05 Jan 2023,L22086116,S125499434,,1
235,7370,species,Cattle Egret,Bubulcus ibis,7,"Baja California 4, Baja California, MX (32.255, -115.267)",MX-BCN,05 Jan 2023,L22086116,S125499434,,1
236,5696,species,Black-necked Stilt,Himantopus mexicanus,3,Campo Mosqueda--Camino Entrada,MX-BCN,05 Jan 2023,L1049120,S125499967,,1
237,724,species,Ruddy Duck,Oxyura jamaicensis,4,Campo Mosqueda--Camino Entrada,MX-BCN,05 Jan 2023,L1049120,S125499967,,1
238,700,species,Hooded Merganser,Lophodytes cucullatus,7,Campo Mosqueda--Camino Entrada,MX-BCN,05 Jan 2023,L1049120,S125499967,,1
239,33188,species,Great-tailed Grackle,Quiscalus mexicanus,4,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
240,32668,species,Abert's Towhee,Melozone aberti,2,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
241,27969,species,American Robin,Turdus migratorius,100,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
242,26556,species,Black-tailed Gnatcatcher,Polioptila melanura,2,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
243,26270,species,Ruby-crowned Kinglet,Corthylio calendula,2,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
244,11697,species,American Kestrel,Falco sparverius,2,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
245,10865,species,Gila Woodpecker,Melanerpes uropygialis,1,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
246,7223,species,American White Pelican,Pelecanus erythrorhynchos,14,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
247,7195,species,Neotropic Cormorant,Nannopterum brasilianum,500,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
248,5418,species,American Coot,Fulica americana,7,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
249,5386,species,Common Gallinule,Gallinula galeata,4,Campo Mosqueda,MX-BCN,05 Jan 2023,L663802,S125500478,,1
250,6654,species,Royal Tern,Thalasseus maximus,10,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
251,6437,species,California Gull,Larus californicus,5,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
252,5737,species,Black-bellied Plover,Pluvialis squatarola,1,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
253,5725,species,American Oystercatcher,Haematopus palliatus,4,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
254,33469,species,Yellow-rumped Warbler,Setophaga coronata,1,"Baja California, MX (30.476, -114.668)",MX-BCN,04 Jan 2023,L22086236,S125500059,,1
255,33348,species,Common Yellowthroat,Geothlypis trichas,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
256,9939,species,Belted Kingfisher,Megaceryle alcyon,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
257,7444,species,Yellow-crowned Night-Heron,Nyctanassa violacea,20,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
258,7430,species,Black-crowned Night-Heron,Nycticorax nycticorax,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
259,7358,species,Tricolored Heron,Egretta tricolor,5,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
260,7356,species,Little Blue Heron,Egretta caerulea,4,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
261,6427,species,Ring-billed Gull,Larus delawarensis,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
262,6368,species,Bonaparte's Gull,Chroicocephalus philadelphia,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
263,6130,species,Willet,Tringa semipalmata,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
264,6054,species,Long-billed Dowitcher,Limnodromus scolopaceus,7,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
265,5971,species,Marbled Godwit,Limosa fedoa,20,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
266,5941,species,Long-billed Curlew,Numenius americanus,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
267,5866,species,Killdeer,Charadrius vociferus,2,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
268,5843,species,Semipalmated Plover,Charadrius semipalmatus,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
269,1834,species,Eared Grebe,Podiceps nigricollis,3,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
270,716,species,Red-breasted Merganser,Mergus serrator,2,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
271,548,species,Northern Pintail,Anas acuta,25,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
272,477,species,American Wigeon,Mareca americana,5,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
273,291,species,Brant,Branta bernicla,100,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
274,26560,species,California Gnatcatcher,Polioptila californica,3,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
275,26546,species,Blue-gray Gnatcatcher,Polioptila caerulea,2,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
276,21762,species,Verdin,Auriparus flaviceps,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
277,11095,species,Ladder-backed Woodpecker,Dryobates scalaris,2,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
278,7565,species,Osprey,Pandion haliaetus,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
279,7550,species,Turkey Vulture,Cathartes aura,6,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
280,7384,species,Green Heron,Butorides virescens,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
281,7363,species,Reddish Egret,Egretta rufescens,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
282,7352,species,Snowy Egret,Egretta thula,2,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
283,7323,species,Great Egret,Ardea alba,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
284,7291,species,Great Blue Heron,Ardea herodias,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
285,7224,species,Brown Pelican,Pelecanus occidentalis,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
286,6126,species,Greater Yellowlegs,Tringa melanoleuca,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
287,6116,species,Spotted Sandpiper,Actitis macularius,2,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
288,5931,species,Whimbrel,Numenius phaeopus,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
289,4755,species,Costa's Hummingbird,Calypte costae,2,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
290,649,species,Lesser Scaup,Aythya affinis,1,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
291,617,species,Redhead,Aythya americana,70,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
80,259,species,Graylag Goose,Anser anser,20,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,X,0
1,526,slash,Mallard/Mexican Duck,Anas platyrhynchos/diazi,4,Sweetwater Wetlands,US-AZ,06 Oct 2023,L208918,S151560205,,0
45,289,domestic,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),5,Çalış kuş cenneti,TR-48,16 Sep 2023,L6799394,S149991724,X,0
